X_train.shape == torch.Size([25400, 7])
Y_train.shape == torch.Size([25400, 1])
Empty orthant is orthant number 99
X_test.shape == torch.Size([128, 200, 7])
Y_test.shape == torch.Size([128, 200, 1])
Orthants neighboring the empty orthant are: [35, 67, 97, 98, 103, 107, 115]
X_empty_0.shape == torch.Size([100, 7])
X_empty_1.shape == torch.Size([100, 7])
Cross-validating across 108 models.

[1/108] Width: 32, lr: 0.0001, lambda: 1e-05 ==> score: 0.446429
[2/108] Width: 32, lr: 0.0001, lambda: 0.0001 ==> score: 0.513393
[3/108] Width: 32, lr: 0.0001, lambda: 0.001 ==> score: 0.500000
[4/108] Width: 32, lr: 0.0001, lambda: 0.01 ==> score: 0.455357
[5/108] Width: 32, lr: 0.0001, lambda: 0.1 ==> score: 0.486607
[6/108] Width: 32, lr: 0.0001, lambda: 1.0 ==> score: 0.500000
[7/108] Width: 32, lr: 0.0001, lambda: 10.0 ==> score: 0.486607
[8/108] Width: 32, lr: 0.0001, lambda: 100.0 ==> score: 0.486607
[9/108] Width: 32, lr: 0.0001, lambda: 1000.0 ==> score: 0.526786
[10/108] Width: 32, lr: 0.0001, lambda: 10000.0 ==> score: 0.500000
[11/108] Width: 32, lr: 0.0001, lambda: 100000.0 ==> score: 0.526786
[12/108] Width: 32, lr: 0.0001, lambda: 0.0 ==> score: 0.500000
[13/108] Width: 32, lr: 0.001, lambda: 1e-05 ==> score: 0.727679
[14/108] Width: 32, lr: 0.001, lambda: 0.0001 ==> score: 0.500000
[15/108] Width: 32, lr: 0.001, lambda: 0.001 ==> score: 0.580357
[16/108] Width: 32, lr: 0.001, lambda: 0.01 ==> score: 0.486607
[17/108] Width: 32, lr: 0.001, lambda: 0.1 ==> score: 0.500000
[18/108] Width: 32, lr: 0.001, lambda: 1.0 ==> score: 0.526786
[19/108] Width: 32, lr: 0.001, lambda: 10.0 ==> score: 0.500000
[20/108] Width: 32, lr: 0.001, lambda: 100.0 ==> score: 0.486607
[21/108] Width: 32, lr: 0.001, lambda: 1000.0 ==> score: 0.500000
[22/108] Width: 32, lr: 0.001, lambda: 10000.0 ==> score: 0.500000
[23/108] Width: 32, lr: 0.001, lambda: 100000.0 ==> score: 0.513393
[24/108] Width: 32, lr: 0.001, lambda: 0.0 ==> score: 0.500000
[25/108] Width: 32, lr: 0.01, lambda: 1e-05 ==> score: 0.450893
[26/108] Width: 32, lr: 0.01, lambda: 0.0001 ==> score: 0.486607
[27/108] Width: 32, lr: 0.01, lambda: 0.001 ==> score: 0.500000
[28/108] Width: 32, lr: 0.01, lambda: 0.01 ==> score: 0.428571
[29/108] Width: 32, lr: 0.01, lambda: 0.1 ==> score: 0.500000
[30/108] Width: 32, lr: 0.01, lambda: 1.0 ==> score: 0.513393
[31/108] Width: 32, lr: 0.01, lambda: 10.0 ==> score: 0.513393
[32/108] Width: 32, lr: 0.01, lambda: 100.0 ==> score: 0.513393
[33/108] Width: 32, lr: 0.01, lambda: 1000.0 ==> score: 0.500000
[34/108] Width: 32, lr: 0.01, lambda: 10000.0 ==> score: 0.526786
[35/108] Width: 32, lr: 0.01, lambda: 100000.0 ==> score: 0.500000
[36/108] Width: 32, lr: 0.01, lambda: 0.0 ==> score: 0.486607
[37/108] Width: 64, lr: 0.0001, lambda: 1e-05 ==> score: 0.540179
[38/108] Width: 64, lr: 0.0001, lambda: 0.0001 ==> score: 0.459821
[39/108] Width: 64, lr: 0.0001, lambda: 0.001 ==> score: 0.566964
[40/108] Width: 64, lr: 0.0001, lambda: 0.01 ==> score: 0.500000
[41/108] Width: 64, lr: 0.0001, lambda: 0.1 ==> score: 0.513393
[42/108] Width: 64, lr: 0.0001, lambda: 1.0 ==> score: 0.459821
[43/108] Width: 64, lr: 0.0001, lambda: 10.0 ==> score: 0.486607
[44/108] Width: 64, lr: 0.0001, lambda: 100.0 ==> score: 0.486607
[45/108] Width: 64, lr: 0.0001, lambda: 1000.0 ==> score: 0.513393
[46/108] Width: 64, lr: 0.0001, lambda: 10000.0 ==> score: 0.500000
[47/108] Width: 64, lr: 0.0001, lambda: 100000.0 ==> score: 0.459821
[48/108] Width: 64, lr: 0.0001, lambda: 0.0 ==> score: 0.450893
[49/108] Width: 64, lr: 0.001, lambda: 1e-05 ==> score: 0.727679
[50/108] Width: 64, lr: 0.001, lambda: 0.0001 ==> score: 0.758929
[51/108] Width: 64, lr: 0.001, lambda: 0.001 ==> score: 0.500000
[52/108] Width: 64, lr: 0.001, lambda: 0.01 ==> score: 0.473214
[53/108] Width: 64, lr: 0.001, lambda: 0.1 ==> score: 0.500000
[54/108] Width: 64, lr: 0.001, lambda: 1.0 ==> score: 0.513393
[55/108] Width: 64, lr: 0.001, lambda: 10.0 ==> score: 0.500000
[56/108] Width: 64, lr: 0.001, lambda: 100.0 ==> score: 0.459821
[57/108] Width: 64, lr: 0.001, lambda: 1000.0 ==> score: 0.526786
[58/108] Width: 64, lr: 0.001, lambda: 10000.0 ==> score: 0.486607
[59/108] Width: 64, lr: 0.001, lambda: 100000.0 ==> score: 0.500000
[60/108] Width: 64, lr: 0.001, lambda: 0.0 ==> score: 0.696429
[61/108] Width: 64, lr: 0.01, lambda: 1e-05 ==> score: 0.473214
[62/108] Width: 64, lr: 0.01, lambda: 0.0001 ==> score: 0.473214
[63/108] Width: 64, lr: 0.01, lambda: 0.001 ==> score: 0.513393
[64/108] Width: 64, lr: 0.01, lambda: 0.01 ==> score: 0.540179
[65/108] Width: 64, lr: 0.01, lambda: 0.1 ==> score: 0.486607
[66/108] Width: 64, lr: 0.01, lambda: 1.0 ==> score: 0.500000
[67/108] Width: 64, lr: 0.01, lambda: 10.0 ==> score: 0.486607
[68/108] Width: 64, lr: 0.01, lambda: 100.0 ==> score: 0.459821
[69/108] Width: 64, lr: 0.01, lambda: 1000.0 ==> score: 0.500000
[70/108] Width: 64, lr: 0.01, lambda: 10000.0 ==> score: 0.513393
[71/108] Width: 64, lr: 0.01, lambda: 100000.0 ==> score: 0.500000
[72/108] Width: 64, lr: 0.01, lambda: 0.0 ==> score: 0.526786
[73/108] Width: 128, lr: 0.0001, lambda: 1e-05 ==> score: 0.602679
[74/108] Width: 128, lr: 0.0001, lambda: 0.0001 ==> score: 0.500000
[75/108] Width: 128, lr: 0.0001, lambda: 0.001 ==> score: 0.513393
[76/108] Width: 128, lr: 0.0001, lambda: 0.01 ==> score: 0.486607
[77/108] Width: 128, lr: 0.0001, lambda: 0.1 ==> score: 0.513393
[78/108] Width: 128, lr: 0.0001, lambda: 1.0 ==> score: 0.500000
[79/108] Width: 128, lr: 0.0001, lambda: 10.0 ==> score: 0.500000
[80/108] Width: 128, lr: 0.0001, lambda: 100.0 ==> score: 0.526786
[81/108] Width: 128, lr: 0.0001, lambda: 1000.0 ==> score: 0.526786
[82/108] Width: 128, lr: 0.0001, lambda: 10000.0 ==> score: 0.486607
[83/108] Width: 128, lr: 0.0001, lambda: 100000.0 ==> score: 0.500000
[84/108] Width: 128, lr: 0.0001, lambda: 0.0 ==> score: 0.513393
[85/108] Width: 128, lr: 0.001, lambda: 1e-05 ==> score: 0.870536
[86/108] Width: 128, lr: 0.001, lambda: 0.0001 ==> score: 0.549107
[87/108] Width: 128, lr: 0.001, lambda: 0.001 ==> score: 0.517857
[88/108] Width: 128, lr: 0.001, lambda: 0.01 ==> score: 0.633929
