X_train.shape == torch.Size([25400, 7])
Y_train.shape == torch.Size([25400, 1])
Empty orthant is orthant number 99
X_test.shape == torch.Size([128, 200, 7])
Y_test.shape == torch.Size([128, 200, 1])
Orthants neighboring the empty orthant are: [35, 67, 97, 98, 103, 107, 115]
X_empty_0.shape == torch.Size([100, 7])
X_empty_1.shape == torch.Size([100, 7])
Cross-validating across 108 models.

[1/108] Width: 32, lr: 0.0001, lambda: 1e-05 ==> score: 0.500000
[2/108] Width: 32, lr: 0.0001, lambda: 0.0001 ==> score: 0.486607
[3/108] Width: 32, lr: 0.0001, lambda: 0.001 ==> score: 0.473214
[4/108] Width: 32, lr: 0.0001, lambda: 0.01 ==> score: 0.473214
[5/108] Width: 32, lr: 0.0001, lambda: 0.1 ==> score: 0.459821
[6/108] Width: 32, lr: 0.0001, lambda: 1.0 ==> score: 0.553571
[7/108] Width: 32, lr: 0.0001, lambda: 10.0 ==> score: 0.486607
[8/108] Width: 32, lr: 0.0001, lambda: 100.0 ==> score: 0.500000
[9/108] Width: 32, lr: 0.0001, lambda: 1000.0 ==> score: 0.500000
[10/108] Width: 32, lr: 0.0001, lambda: 10000.0 ==> score: 0.500000
[11/108] Width: 32, lr: 0.0001, lambda: 100000.0 ==> score: 0.513393
[12/108] Width: 32, lr: 0.0001, lambda: 0.0 ==> score: 0.500000
[13/108] Width: 32, lr: 0.001, lambda: 1e-05 ==> score: 0.468750
[14/108] Width: 32, lr: 0.001, lambda: 0.0001 ==> score: 0.486607
[15/108] Width: 32, lr: 0.001, lambda: 0.001 ==> score: 0.486607
[16/108] Width: 32, lr: 0.001, lambda: 0.01 ==> score: 0.526786
[17/108] Width: 32, lr: 0.001, lambda: 0.1 ==> score: 0.473214
[18/108] Width: 32, lr: 0.001, lambda: 1.0 ==> score: 0.486607
[19/108] Width: 32, lr: 0.001, lambda: 10.0 ==> score: 0.513393
[20/108] Width: 32, lr: 0.001, lambda: 100.0 ==> score: 0.473214
[21/108] Width: 32, lr: 0.001, lambda: 1000.0 ==> score: 0.486607
[22/108] Width: 32, lr: 0.001, lambda: 10000.0 ==> score: 0.500000
[23/108] Width: 32, lr: 0.001, lambda: 100000.0 ==> score: 0.500000
[24/108] Width: 32, lr: 0.001, lambda: 0.0 ==> score: 0.495536
[25/108] Width: 32, lr: 0.01, lambda: 1e-05 ==> score: 0.500000
[26/108] Width: 32, lr: 0.01, lambda: 0.0001 ==> score: 0.513393
[27/108] Width: 32, lr: 0.01, lambda: 0.001 ==> score: 0.513393
[28/108] Width: 32, lr: 0.01, lambda: 0.01 ==> score: 0.486607
[29/108] Width: 32, lr: 0.01, lambda: 0.1 ==> score: 0.500000
[30/108] Width: 32, lr: 0.01, lambda: 1.0 ==> score: 0.473214
[31/108] Width: 32, lr: 0.01, lambda: 10.0 ==> score: 0.526786
[32/108] Width: 32, lr: 0.01, lambda: 100.0 ==> score: 0.526786
[33/108] Width: 32, lr: 0.01, lambda: 1000.0 ==> score: 0.486607
[34/108] Width: 32, lr: 0.01, lambda: 10000.0 ==> score: 0.513393
[35/108] Width: 32, lr: 0.01, lambda: 100000.0 ==> score: 0.500000
[36/108] Width: 32, lr: 0.01, lambda: 0.0 ==> score: 0.500000
[37/108] Width: 64, lr: 0.0001, lambda: 1e-05 ==> score: 0.500000
[38/108] Width: 64, lr: 0.0001, lambda: 0.0001 ==> score: 0.482143
[39/108] Width: 64, lr: 0.0001, lambda: 0.001 ==> score: 0.553571
[40/108] Width: 64, lr: 0.0001, lambda: 0.01 ==> score: 0.486607
[41/108] Width: 64, lr: 0.0001, lambda: 0.1 ==> score: 0.486607
[42/108] Width: 64, lr: 0.0001, lambda: 1.0 ==> score: 0.513393
[43/108] Width: 64, lr: 0.0001, lambda: 10.0 ==> score: 0.540179
[44/108] Width: 64, lr: 0.0001, lambda: 100.0 ==> score: 0.486607
[45/108] Width: 64, lr: 0.0001, lambda: 1000.0 ==> score: 0.486607
[46/108] Width: 64, lr: 0.0001, lambda: 10000.0 ==> score: 0.486607
[47/108] Width: 64, lr: 0.0001, lambda: 100000.0 ==> score: 0.486607
[48/108] Width: 64, lr: 0.0001, lambda: 0.0 ==> score: 0.500000
[49/108] Width: 64, lr: 0.001, lambda: 1e-05 ==> score: 0.473214
[50/108] Width: 64, lr: 0.001, lambda: 0.0001 ==> score: 0.513393
[51/108] Width: 64, lr: 0.001, lambda: 0.001 ==> score: 0.500000
[52/108] Width: 64, lr: 0.001, lambda: 0.01 ==> score: 0.486607
[53/108] Width: 64, lr: 0.001, lambda: 0.1 ==> score: 0.513393
[54/108] Width: 64, lr: 0.001, lambda: 1.0 ==> score: 0.500000
[55/108] Width: 64, lr: 0.001, lambda: 10.0 ==> score: 0.473214
[56/108] Width: 64, lr: 0.001, lambda: 100.0 ==> score: 0.513393
[57/108] Width: 64, lr: 0.001, lambda: 1000.0 ==> score: 0.473214
[58/108] Width: 64, lr: 0.001, lambda: 10000.0 ==> score: 0.500000
[59/108] Width: 64, lr: 0.001, lambda: 100000.0 ==> score: 0.500000
[60/108] Width: 64, lr: 0.001, lambda: 0.0 ==> score: 0.513393
[61/108] Width: 64, lr: 0.01, lambda: 1e-05 ==> score: 0.486607
[62/108] Width: 64, lr: 0.01, lambda: 0.0001 ==> score: 0.513393
[63/108] Width: 64, lr: 0.01, lambda: 0.001 ==> score: 0.459821
[64/108] Width: 64, lr: 0.01, lambda: 0.01 ==> score: 0.473214
[65/108] Width: 64, lr: 0.01, lambda: 0.1 ==> score: 0.486607
[66/108] Width: 64, lr: 0.01, lambda: 1.0 ==> score: 0.540179
[67/108] Width: 64, lr: 0.01, lambda: 10.0 ==> score: 0.526786
[68/108] Width: 64, lr: 0.01, lambda: 100.0 ==> score: 0.500000
[69/108] Width: 64, lr: 0.01, lambda: 1000.0 ==> score: 0.500000
[70/108] Width: 64, lr: 0.01, lambda: 10000.0 ==> score: 0.513393
[71/108] Width: 64, lr: 0.01, lambda: 100000.0 ==> score: 0.459821
[72/108] Width: 64, lr: 0.01, lambda: 0.0 ==> score: 0.500000
[73/108] Width: 128, lr: 0.0001, lambda: 1e-05 ==> score: 0.500000
[74/108] Width: 128, lr: 0.0001, lambda: 0.0001 ==> score: 0.491071
[75/108] Width: 128, lr: 0.0001, lambda: 0.001 ==> score: 0.473214
[76/108] Width: 128, lr: 0.0001, lambda: 0.01 ==> score: 0.513393
[77/108] Width: 128, lr: 0.0001, lambda: 0.1 ==> score: 0.513393
[78/108] Width: 128, lr: 0.0001, lambda: 1.0 ==> score: 0.500000
[79/108] Width: 128, lr: 0.0001, lambda: 10.0 ==> score: 0.513393
[80/108] Width: 128, lr: 0.0001, lambda: 100.0 ==> score: 0.500000
[81/108] Width: 128, lr: 0.0001, lambda: 1000.0 ==> score: 0.500000
[82/108] Width: 128, lr: 0.0001, lambda: 10000.0 ==> score: 0.500000
[83/108] Width: 128, lr: 0.0001, lambda: 100000.0 ==> score: 0.486607
[84/108] Width: 128, lr: 0.0001, lambda: 0.0 ==> score: 0.473214
[85/108] Width: 128, lr: 0.001, lambda: 1e-05 ==> score: 0.500000
[86/108] Width: 128, lr: 0.001, lambda: 0.0001 ==> score: 0.513393
[87/108] Width: 128, lr: 0.001, lambda: 0.001 ==> score: 0.513393
[88/108] Width: 128, lr: 0.001, lambda: 0.01 ==> score: 0.473214
